id,text,tokenized,spam_label,spam_label_vn,sentiment_label,sentiment_label_vn
129,"Ai quan tâm thì nội dung bài giảng dở ẹc, chắc sẽ không dùng lại đâu. 😅","Ai quan_tâm thì nội_dung bài giảng dở_ẹc , chắc sẽ không dùng lại đâu . 😅",không spam,Không spam,neutral,Trung lập
130,"Nếu bạn đang phân vân thì nội dung bài giảng hỗ trợ chán, chắc sẽ không dùng lại đâu. 🤔 :v","Nếu bạn đang phân_vân thì nội_dung bài giảng hỗ_trợ chán , chắc sẽ không dùng lại đâu . 🤔 : v",không spam,Không spam,neutral,Trung lập
131,"Theo mình giảng viên mình chưa thử, mọi người tự trải nghiệm nhé.","Theo mình giảng_viên mình chưa thử , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
132,"Không biết mọi người sao chứ mình tính năng mới quá chất, liên quan đến kênh YouTube dạy lập trình. 😅","Không biết mọi người sao chứ mình tính_năng mới quá_chất , liên_quan đến kênh YouTube_dạy lập_trình . 😅",không spam,Không spam,neutral,Trung lập
133,"Ai quan tâm thì video này quá tuyệt, liên quan đến khóa học Python.","Ai quan_tâm thì video này quá tuyệt , liên_quan đến khóa học Python .",không spam,Không spam,positive,Tích cực
134,"Mình thấy khóa học online quá tuyệt, liên quan đến sản phẩm chăm sóc da. 😢","Mình thấy khóa học online quá tuyệt , liên_quan đến sản_phẩm chăm_sóc da . 😢",không spam,Không spam,positive,Tích cực
135,"Mình thấy page này không recommend, chắc sẽ không dùng lại đâu. 😅","Mình thấy page này không recommend , chắc sẽ không dùng lại đâu . 😅",không spam,Không spam,negative,Tiêu cực
136,"Không biết mọi người sao chứ mình update mới không ý kiến, mọi người tự trải nghiệm nhé. 🥰 :v","Không biết mọi người sao chứ mình update mới không ý_kiến , mọi người tự trải_nghiệm nhé . 🥰 : v",không spam,Không spam,neutral,Trung lập
137,"Nếu bạn đang phân vân thì bài viết này không có gì đặc biệt, mọi người tự trải nghiệm nhé. :v","Nếu bạn đang phân_vân thì bài viết này không có gì đặc_biệt , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,neutral,Trung lập
138,"Không biết mọi người sao chứ mình bài viết này không ý kiến, mọi người tự trải nghiệm nhé.","Không biết mọi người sao chứ mình bài viết này không ý_kiến , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
139,"Theo mình nội dung bài giảng ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. 👍","Theo mình nội_dung bài giảng ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . 👍",không spam,Không spam,neutral,Trung lập
140,"Theo mình bài viết này ok, mọi người tự trải nghiệm nhé. 🤔","Theo mình bài viết này ok , mọi người tự trải_nghiệm nhé . 🤔",không spam,Không spam,positive,Tích cực
141,"Ai quan tâm thì app này thất vọng, chắc sẽ không dùng lại đâu. ❤","Ai quan_tâm thì app này thất_vọng , chắc sẽ không dùng lại đâu . ❤",không spam,Không spam,negative,Tiêu cực
142,"Nếu bạn đang phân vân thì giảng viên không recommend, chắc sẽ không dùng lại đâu. 👍 :v","Nếu bạn đang phân_vân thì giảng_viên không recommend , chắc sẽ không dùng lại đâu . 👍 : v",không spam,Không spam,neutral,Trung lập
143,"Nói thật là page này đọc cho biết, mọi người tự trải nghiệm nhé. 👎 :v","Nói thật là page này đọc cho biết , mọi người tự trải_nghiệm nhé . 👎 : v",không spam,Không spam,neutral,Trung lập
144,"Không biết mọi người sao chứ mình video này quá tệ, chắc sẽ không dùng lại đâu.","Không biết mọi người sao chứ mình video này quá tệ , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
145,Share bài viết này vào 5 group để nhận quà miễn phí,Share bài viết này vào 5 group để nhận quà miễn_phí,spam,Spam,neutral,Trung lập
146,Like page mình nhận quà liền tay nha mọi người!!!,Like page mình nhận quà liền tay_nha mọi người ! ! !,spam,Spam,positive,Tích cực
147,"Inbox mình hướng dẫn kiếm 200k mỗi ngày, uy tín 100% 👍","Inbox mình hướng_dẫn kiếm 200 k mỗi ngày , uy_tín 100 % 👍",spam,Spam,neutral,Trung lập
148,"Cá nhân mình thì video này rất hữu ích, liên quan đến sản phẩm chăm sóc da.","Cá_nhân mình thì video này rất hữu_ích , liên_quan đến sản_phẩm chăm_sóc da .",không spam,Không spam,positive,Tích cực
149,"Cá nhân mình thì dịch vụ bên bạn cũng được, mọi người tự trải nghiệm nhé. 😍","Cá_nhân mình thì dịch_vụ bên bạn cũng được , mọi người tự trải_nghiệm nhé . 😍",không spam,Không spam,neutral,Trung lập
150,"Ai quan tâm thì tính năng mới hài lòng, liên quan đến quán cà phê mới.","Ai quan_tâm thì tính_năng mới hài_lòng , liên_quan đến quán cà_phê mới .",không spam,Không spam,positive,Tích cực
151,"Không biết mọi người sao chứ mình giảng viên ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. 😅","Không biết mọi người sao chứ mình giảng_viên ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . 😅",không spam,Không spam,neutral,Trung lập
152,"Nếu bạn đang phân vân thì video này rất hay, liên quan đến app đọc báo. 😀","Nếu bạn đang phân_vân thì video này rất hay , liên_quan đến app đọc báo . 😀",không spam,Không spam,neutral,Trung lập
153,"Theo mình khóa học online không ý kiến, mọi người tự trải nghiệm nhé. 👎","Theo mình khóa học online không ý_kiến , mọi người tự trải_nghiệm nhé . 👎",không spam,Không spam,neutral,Trung lập
154,"Thật sự fanpage này quá tệ, chắc sẽ không dùng lại đâu. 😂","Thật_sự fanpage này quá tệ , chắc sẽ không dùng lại đâu . 😂",không spam,Không spam,negative,Tiêu cực
155,"Theo mình update mới ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. 😍","Theo mình update mới ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . 😍",không spam,Không spam,neutral,Trung lập
156,"Nói thật là app này cực kỳ thú vị, liên quan đến kênh YouTube dạy lập trình.","Nói thật là app này cực_kỳ thú_vị , liên_quan đến kênh YouTube_dạy lập_trình .",không spam,Không spam,positive,Tích cực
157,"Theo mình update mới quá đã, liên quan đến quán ăn vặt. 🥰","Theo mình update mới quá đã , liên_quan đến quán ăn vặt . 🥰",không spam,Không spam,positive,Tích cực
158,"Theo mình khóa học online tuyệt vời, liên quan đến quán ăn vặt. 😡","Theo mình khóa học online tuyệt_vời , liên_quan đến quán ăn vặt . 😡",không spam,Không spam,positive,Tích cực
159,"Theo mình page này chán thật, chắc sẽ không dùng lại đâu. 😡","Theo mình page này chán thật , chắc sẽ không dùng lại đâu . 😡",không spam,Không spam,negative,Tiêu cực
160,"Nếu bạn đang phân vân thì video này hỗ trợ chán, chắc sẽ không dùng lại đâu.","Nếu bạn đang phân_vân thì video này hỗ_trợ chán , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
161,"Ai cần tăng like, tăng follow thì ib mình, giá rẻ bất ngờ #khuyenmai #giveaway","Ai cần tăng like , tăng follow thì ib mình , giá rẻ bất_ngờ #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
162,"Nếu bạn đang phân vân thì update mới ok, mọi người tự trải nghiệm nhé.","Nếu bạn đang phân_vân thì update mới ok , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
163,"Cá nhân mình thì sản phẩm này không recommend, chắc sẽ không dùng lại đâu.","Cá_nhân mình thì sản_phẩm này không recommend , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
164,"Thật sự tính năng mới lừa đảo, chắc sẽ không dùng lại đâu. 👎","Thật_sự tính_năng mới lừa_đảo , chắc sẽ không dùng lại đâu . 👎",spam,Spam,negative,Tiêu cực
165,"Thật sự fanpage này dịch vụ kém, chắc sẽ không dùng lại đâu.","Thật_sự fanpage này dịch_vụ kém , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
166,"Cá nhân mình thì dịch vụ bên bạn quá tệ, chắc sẽ không dùng lại đâu. 🥰","Cá_nhân mình thì dịch_vụ bên bạn quá tệ , chắc sẽ không dùng lại đâu . 🥰",không spam,Không spam,neutral,Trung lập
167,"Nếu bạn đang phân vân thì video này tuyệt vời, liên quan đến app đọc báo. 😂","Nếu bạn đang phân_vân thì video này tuyệt_vời , liên_quan đến app đọc báo . 😂",không spam,Không spam,neutral,Trung lập
168,"Thật sự tính năng mới ưng ý lắm, liên quan đến page công nghệ. :v","Thật_sự tính_năng mới ưng_ý lắm , liên_quan đến page công_nghệ . : v",không spam,Không spam,positive,Tích cực
169,"Không biết mọi người sao chứ mình dịch vụ bên bạn xem thử thôi, mọi người tự trải nghiệm nhé. 😅","Không biết mọi người sao chứ mình dịch_vụ bên bạn xem thử thôi , mọi người tự trải_nghiệm nhé . 😅",không spam,Không spam,neutral,Trung lập
170,"Cá nhân mình thì nội dung bài giảng bình thường, mọi người tự trải nghiệm nhé. 😀 :v","Cá_nhân mình thì nội_dung bài giảng bình_thường , mọi người tự trải_nghiệm nhé . 😀 : v",không spam,Không spam,neutral,Trung lập
171,"Tham gia khóa học kiếm tiền online chỉ với 500kk, chi tiết tại http://tinyurl.com/abcd 😀 #khuyenmai #giveaway","Tham_gia khóa học kiếm tiền online chỉ với 500 kk , chi_tiết tại http://tinyurl.com/abcd 😀 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
172,"Theo mình video này không đáng, chắc sẽ không dùng lại đâu. 😀","Theo mình video này không đáng , chắc sẽ không dùng lại đâu . 😀",không spam,Không spam,negative,Tiêu cực
173,"Bán acc game giá rẻ, ai cần cmt số điện thoại 😂","Bán acc game giá rẻ , ai cần cmt số điện_thoại 😂",spam,Spam,neutral,Trung lập
174,Share bài viết này vào 5 group để nhận quà miễn phí 👎 #khuyenmai #giveaway,Share bài viết này vào 5 group để nhận quà miễn_phí 👎 #_khuyenmai # giveaway,spam,Spam,neutral,Trung lập
175,"Mình thấy fanpage này cực kỳ thú vị, liên quan đến khóa học Python. 😢 :v","Mình thấy fanpage này cực_kỳ thú_vị , liên_quan đến khóa học Python . 😢 : v",không spam,Không spam,positive,Tích cực
176,"Không biết mọi người sao chứ mình update mới xịn sò, liên quan đến page công nghệ.","Không biết mọi người sao chứ mình update mới xịn_sò , liên_quan đến page công_nghệ .",không spam,Không spam,neutral,Trung lập
177,"Cá nhân mình thì sản phẩm này dịch vụ kém, chắc sẽ không dùng lại đâu. :v","Cá_nhân mình thì sản_phẩm này dịch_vụ kém , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,negative,Tiêu cực
178,"Không biết mọi người sao chứ mình page này ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. ❤ :v","Không biết mọi người sao chứ mình page này ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . ❤ : v",không spam,Không spam,neutral,Trung lập
179,Share bài viết này vào 5 group để nhận quà miễn phí,Share bài viết này vào 5 group để nhận quà miễn_phí,spam,Spam,neutral,Trung lập
180,"Đọc xong chỉ biết nói là fanpage này dở ẹc, chắc sẽ không dùng lại đâu. 👎","Đọc xong chỉ biết nói là fanpage này dở_ẹc , chắc sẽ không dùng lại đâu . 👎",không spam,Không spam,neutral,Trung lập
181,"Theo mình app này cũng được, mọi người tự trải nghiệm nhé.","Theo mình app này cũng được , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
182,"Đầu tư coin SOL lợi nhuận khủng, tham gia group này: http://short.link/promo 👎 #khuyenmai #giveaway","Đầu_tư coin_SOL lợi_nhuận khủng , tham_gia group này : http://short.link/promo 👎 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
183,Share bài viết này vào 5 group để nhận quà miễn phí 😢,Share bài viết này vào 5 group để nhận quà miễn_phí 😢,spam,Spam,neutral,Trung lập
184,"Cá nhân mình thì bài viết này ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. :v","Cá_nhân mình thì bài viết này ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,neutral,Trung lập
